file,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02143.wav,3.2076335,2.3376482,4.2950935,4.1677084,3.8708804,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03746.wav,3.4749773,2.3943539,4.412903,3.9204185,3.790764,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01064.wav,3.8706324,2.3389661,4.453006,4.292534,4.0780425,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00333.wav,2.903045,2.2527878,4.3873844,4.1580043,3.9173942,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02255.wav,3.4260557,2.2512648,4.0888796,3.6838524,3.1174376,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03627.wav,3.2779791,2.5649548,4.084731,3.9091432,4.0327663,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00700.wav,2.8212252,2.614268,2.767807,3.6907742,3.6228566,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03138.wav,4.103201,2.6043112,4.5601244,4.0853395,4.3755136,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02033.wav,3.604818,2.4211702,3.7877102,3.9824355,3.1699944,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03095.wav,3.7903044,2.698351,4.527595,4.133514,4.14673,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01468.wav,3.0398142,2.611984,4.242523,4.15751,4.0553265,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02755.wav,3.4727585,2.479473,4.5228205,4.192521,4.1290216,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02847.wav,4.287071,1.962374,4.6019125,4.2375264,4.3013268,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00065.wav,2.6588178,2.6885777,3.9791155,3.8956244,3.9868534,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04497.wav,2.9255064,2.716647,4.110251,3.8030365,3.2132165,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04034.wav,3.537926,2.667319,4.1900787,4.032944,3.3006546,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04991.wav,3.190684,2.9560676,4.5524187,3.9789069,4.0905724,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04392.wav,3.448785,1.7412684,4.500718,4.0496173,3.6884236,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02498.wav,3.3755028,2.7193797,3.2682645,3.358672,3.8348107,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01869.wav,2.2023866,1.7575616,3.9721642,3.4911637,3.0067778,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00487.wav,3.8717082,2.196674,4.4442058,4.139175,4.165504,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01766.wav,3.629399,2.4574986,4.391678,4.114674,3.783381,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02466.wav,4.1290097,3.0242631,4.5240293,4.2508674,4.29339,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04488.wav,3.8763454,2.6861155,4.6566267,4.2712197,3.7424474,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02008.wav,3.5496378,2.2573137,4.154651,3.5834358,4.013675,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00954.wav,3.0082116,2.5598235,4.1777167,3.7947717,3.4293213,NISQAv2
